date,hub,vehicle_type,deliveries_count,on_time_pct,avg_delivery_time_min,fuel_cost_sar,customer_rating
2025-04-01,Makkah-Hub,Motorbike,401,83.3,37.3,890.15,3.97
2025-04-01,Makkah-Hub,Van,281,83.3,36.5,1189.84,3.96
2025-04-01,Makkah-Hub,Truck,79,83.3,49.6,598.08,4.07
2025-04-01,Madinah-Hub,Motorbike,290,87.7,38.6,651.27,3.93
2025-04-01,Madinah-Hub,Van,182,87.7,36.8,812.28,4.13
2025-04-01,Madinah-Hub,Truck,54,87.7,46.1,415.71,3.68
2025-04-02,Riyadh-Hub,Motorbike,690,97.2,12.6,1534.29,4.42
2025-04-02,Riyadh-Hub,Van,483,97.2,29.8,2107.79,4.33
2025-04-02,Riyadh-Hub,Truck,122,97.2,46.1,940.99,4.61
2025-04-02,Jeddah-Hub,Motorbike,629,83.9,24.4,1411.31,4.08
2025-04-02,Jeddah-Hub,Van,372,83.9,32.8,1595.69,4.03
2025-04-02,Jeddah-Hub,Truck,107,83.9,54.0,804.28,3.9
2025-04-02,Dammam-Hub,Motorbike,366,93.2,27.5,774.01,4.05
2025-04-02,Dammam-Hub,Van,220,93.2,29.1,926.2,4.23
2025-04-02,Dammam-Hub,Truck,62,93.2,49.1,464.32,4.34
2025-04-02,Makkah-Hub,Motorbike,466,85.8,20.3,1031.5,3.88
2025-04-02,Makkah-Hub,Van,293,85.8,38.9,1328.52,3.89
2025-04-02,Makkah-Hub,Truck,72,85.8,42.4,555.82,3.99
2025-04-02,Madinah-Hub,Motorbike,266,92.0,24.1,604.69,4.28
2025-04-02,Madinah-Hub,Van,197,92.0,31.9,903.81,3.71
2025-04-02,Madinah-Hub,Truck,54,92.0,60.9,437.15,4.19
2025-04-03,Riyadh-Hub,Motorbike,797,92.7,26.7,1805.13,4.21
2025-04-03,Riyadh-Hub,Van,485,92.7,35.3,2119.58,3.91
2025-04-03,Riyadh-Hub,Truck,122,92.7,52.0,946.98,3.92
2025-04-03,Jeddah-Hub,Motorbike,596,88.7,31.7,1371.05,3.68
2025-04-03,Jeddah-Hub,Van,359,88.7,35.5,1567.79,4.54
2025-04-03,Jeddah-Hub,Truck,104,88.7,49.7,846.83,4.27
2025-04-03,Dammam-Hub,Motorbike,332,93.1,35.8,735.61,4.29
2025-04-03,Dammam-Hub,Van,215,93.1,34.0,927.14,3.92
2025-04-03,Dammam-Hub,Truck,56,93.1,49.7,422.69,4.19
2025-04-03,Makkah-Hub,Motorbike,419,83.4,26.4,947.32,3.78
2025-04-03,Makkah-Hub,Van,285,83.4,35.4,1244.05,3.71
2025-04-03,Makkah-Hub,Truck,72,83.4,50.6,572.83,4.57
2025-04-03,Madinah-Hub,Motorbike,299,93.7,28.2,657.99,4.14
2025-04-03,Madinah-Hub,Van,172,93.7,35.2,754.52,4.49
2025-04-03,Madinah-Hub,Truck,47,93.7,53.2,381.44,4.64
2025-04-04,Riyadh-Hub,Motorbike,568,87.4,27.8,1238.26,4.2
2025-04-04,Riyadh-Hub,Van,343,87.4,37.1,1545.25,3.62
2025-04-04,Riyadh-Hub,Truck,108,87.4,58.4,826.54,3.74
2025-04-04,Jeddah-Hub,Motorbike,475,90.6,21.8,1001.17,4.38
2025-04-04,Jeddah-Hub,Van,324,90.6,43.6,1360.78,4.26
2025-04-04,Jeddah-Hub,Truck,88,90.6,53.1,719.98,4.29
2025-04-04,Dammam-Hub,Motorbike,280,95.4,23.0,609.22,4.19
2025-04-04,Dammam-Hub,Van,170,95.4,30.6,774.59,4.6
2025-04-04,Dammam-Hub,Truck,53,95.4,44.6,409.0,4.13
2025-04-04,Makkah-Hub,Motorbike,327,84.7,24.4,716.44,4.48
2025-04-04,Makkah-Hub,Van,201,84.7,34.8,912.35,3.71
2025-04-04,Makkah-Hub,Truck,62,84.7,50.6,490.28,3.86
2025-04-04,Madinah-Hub,Motorbike,239,88.8,28.8,521.49,4.09
2025-04-04,Madinah-Hub,Van,156,88.8,42.9,703.7,4.35
2025-04-04,Madinah-Hub,Truck,44,88.8,51.4,340.3,4.28
2025-04-05,Riyadh-Hub,Motorbike,757,94.2,14.2,1734.76,3.83
2025-04-05,Riyadh-Hub,Van,512,94.2,43.6,2167.61,3.7
2025-04-05,Riyadh-Hub,Truck,129,94.2,37.1,998.96,4.0
2025-04-05,Jeddah-Hub,Motorbike,625,84.5,28.6,1369.56,4.16
2025-04-05,Jeddah-Hub,Van,349,84.5,45.4,1468.36,4.37
2025-04-05,Jeddah-Hub,Truck,119,84.5,55.4,907.03,3.89
2025-04-05,Dammam-Hub,Motorbike,350,87.1,25.6,744.9,3.74
2025-04-05,Dammam-Hub,Van,226,87.1,33.4,957.27,3.7
2025-04-05,Dammam-Hub,Truck,67,87.1,54.2,544.04,4.02
2025-04-05,Makkah-Hub,Motorbike,461,78.6,32.9,1026.29,3.92
2025-04-05,Makkah-Hub,Van,246,78.6,44.7,1119.63,4.36
2025-04-05,Makkah-Hub,Truck,74,78.6,49.2,605.71,3.91
2025-04-05,Madinah-Hub,Motorbike,307,92.3,21.9,674.47,3.77
2025-04-05,Madinah-Hub,Van,185,92.3,39.2,783.97,4.15
2025-04-05,Madinah-Hub,Truck,47,92.3,60.7,375.59,4.21
2025-04-06,Riyadh-Hub,Motorbike,714,93.5,28.1,1538.97,3.99
2025-04-06,Riyadh-Hub,Van,445,93.5,40.9,1932.34,4.05
2025-04-06,Riyadh-Hub,Truck,129,93.5,45.6,1007.96,4.0
2025-04-06,Jeddah-Hub,Motorbike,626,89.0,22.2,1417.31,3.79
2025-04-06,Jeddah-Hub,Van,418,89.0,33.2,1775.17,4.44
2025-04-06,Jeddah-Hub,Truck,117,89.0,40.2,927.08,4.3
2025-04-06,Dammam-Hub,Motorbike,345,93.0,26.9,745.19,4.11
2025-04-06,Dammam-Hub,Van,227,93.0,33.4,1002.23,4.44
2025-04-06,Dammam-Hub,Truck,66,93.0,49.2,510.58,3.76
2025-04-06,Makkah-Hub,Motorbike,388,93.0,23.9,874.39,4.13
2025-04-06,Makkah-Hub,Van,291,93.0,32.4,1321.71,4.06
2025-04-06,Makkah-Hub,Truck,83,93.0,45.3,678.77,4.52
2025-04-06,Madinah-Hub,Motorbike,267,90.1,28.2,584.69,4.18
2025-04-06,Madinah-Hub,Van,165,90.1,40.3,712.55,3.88
2025-04-06,Madinah-Hub,Truck,53,90.1,39.3,434.22,4.24
2025-04-07,Riyadh-Hub,Motorbike,815,90.1,26.2,1765.58,4.14
2025-04-07,Riyadh-Hub,Van,447,90.1,33.4,1953.25,3.81
2025-04-07,Riyadh-Hub,Truck,132,90.1,47.5,1029.34,4.29
2025-04-07,Jeddah-Hub,Motorbike,558,84.9,20.2,1232.68,3.7
2025-04-07,Jeddah-Hub,Van,362,84.9,46.0,1574.88,4.11
2025-04-07,Jeddah-Hub,Truck,103,84.9,55.5,772.22,3.91
2025-04-07,Dammam-Hub,Motorbike,334,95.7,25.8,701.53,4.15
2025-04-07,Dammam-Hub,Van,213,95.7,34.1,938.72,4.16
2025-04-07,Dammam-Hub,Truck,65,95.7,58.5,490.53,4.16
2025-04-07,Makkah-Hub,Motorbike,390,81.1,25.6,865.73,4.32
2025-04-07,Makkah-Hub,Van,249,81.1,35.5,1062.74,3.79
2025-04-07,Makkah-Hub,Truck,80,81.1,40.5,628.96,3.21
2025-04-07,Madinah-Hub,Motorbike,308,81.1,37.4,689.12,3.65
2025-04-07,Madinah-Hub,Van,187,81.1,44.6,836.28,4.03
2025-04-07,Madinah-Hub,Truck,53,81.1,58.2,417.04,4.0
2025-04-08,Riyadh-Hub,Motorbike,765,91.0,25.0,1693.23,4.15
2025-04-08,Riyadh-Hub,Van,466,91.0,35.6,2058.6,4.02
2025-04-08,Riyadh-Hub,Truck,147,91.0,44.4,1206.23,4.43
2025-04-08,Jeddah-Hub,Motorbike,590,94.2,31.2,1255.12,4.47
2025-04-08,Jeddah-Hub,Van,385,94.2,31.7,1677.36,4.33
2025-04-08,Jeddah-Hub,Truck,100,94.2,47.2,771.18,4.31
2025-04-08,Dammam-Hub,Motorbike,323,93.6,19.8,714.51,4.32
2025-04-08,Dammam-Hub,Van,207,93.6,35.0,929.33,4.67
2025-04-08,Dammam-Hub,Truck,58,93.6,60.3,462.85,4.56
2025-04-08,Makkah-Hub,Motorbike,406,84.0,35.0,911.59,3.98
2025-04-08,Makkah-Hub,Van,257,84.0,39.1,1164.75,4.07
2025-04-08,Makkah-Hub,Truck,75,84.0,45.1,597.22,4.28
2025-04-08,Madinah-Hub,Motorbike,310,89.1,19.1,705.75,3.72
2025-04-08,Madinah-Hub,Van,180,89.1,33.4,819.54,3.74
2025-04-08,Madinah-Hub,Truck,50,89.1,43.7,394.2,4.02
2025-04-09,Riyadh-Hub,Motorbike,766,94.4,29.9,1657.62,4.02
2025-04-09,Riyadh-Hub,Van,513,94.4,29.4,2176.17,3.82
2025-04-09,Riyadh-Hub,Truck,130,94.4,46.0,1058.47,4.08
2025-04-09,Jeddah-Hub,Motorbike,643,91.1,24.1,1474.44,3.95
2025-04-09,Jeddah-Hub,Van,412,91.1,35.6,1866.59,4.38
2025-04-09,Jeddah-Hub,Truck,120,91.1,50.6,969.38,3.9
2025-04-09,Dammam-Hub,Motorbike,364,95.5,28.7,812.51,4.19
2025-04-09,Dammam-Hub,Van,203,95.5,32.3,882.59,4.18
2025-04-09,Dammam-Hub,Truck,67,95.5,47.1,543.78,4.43
2025-04-09,Makkah-Hub,Motorbike,408,86.7,28.4,862.98,3.77
2025-04-09,Makkah-Hub,Van,259,86.7,44.3,1118.91,4.22
2025-04-09,Makkah-Hub,Truck,79,86.7,59.9,624.43,3.9
2025-04-09,Madinah-Hub,Motorbike,267,94.4,23.6,582.23,3.83
2025-04-09,Madinah-Hub,Van,186,94.4,33.8,836.26,3.97
2025-04-09,Madinah-Hub,Truck,50,94.4,55.2,406.73,4.07
2025-04-10,Riyadh-Hub,Motorbike,676,89.2,22.7,1561.88,4.64
2025-04-10,Riyadh-Hub,Van,441,89.2,33.6,1991.9,4.05
2025-04-10,Riyadh-Hub,Truck,139,89.2,55.0,1126.44,4.11
2025-04-10,Jeddah-Hub,Motorbike,590,84.4,29.2,1292.4,3.84
2025-04-10,Jeddah-Hub,Van,417,84.4,34.2,1783.06,3.43
2025-04-10,Jeddah-Hub,Truck,104,84.4,50.6,848.28,3.96
2025-04-10,Dammam-Hub,Motorbike,331,91.0,35.7,768.7,4.36
2025-04-10,Dammam-Hub,Van,237,91.0,33.6,1094.58,4.12
2025-04-10,Dammam-Hub,Truck,58,91.0,44.9,467.44,4.27
2025-04-10,Makkah-Hub,Motorbike,428,83.0,33.4,935.28,4.38
2025-04-10,Makkah-Hub,Van,257,83.0,36.0,1169.08,4.0
2025-04-10,Makkah-Hub,Truck,75,83.0,51.9,604.99,4.33
2025-04-10,Madinah-Hub,Motorbike,266,89.6,32.1,583.25,3.65
2025-04-10,Madinah-Hub,Van,189,89.6,37.7,857.17,4.16
2025-04-10,Madinah-Hub,Truck,49,89.6,51.6,382.16,4.29
2025-04-11,Riyadh-Hub,Motorbike,549,91.2,17.6,1181.65,4.32
2025-04-11,Riyadh-Hub,Van,379,91.2,30.3,1756.97,4.16
2025-04-11,Riyadh-Hub,Truck,109,91.2,38.9,876.52,4.58
2025-04-11,Jeddah-Hub,Motorbike,452,85.7,27.1,961.61,3.83
2025-04-11,Jeddah-Hub,Van,300,85.7,35.6,1383.27,3.93
2025-04-11,Jeddah-Hub,Truck,85,85.7,47.7,689.85,4.08
2025-04-11,Dammam-Hub,Motorbike,247,98.3,18.8,562.31,3.98
2025-04-11,Dammam-Hub,Van,189,98.3,31.8,836.59,4.06
2025-04-11,Dammam-Hub,Truck,53,98.3,45.9,396.99,3.99
2025-04-11,Makkah-Hub,Motorbike,326,87.3,32.9,702.64,4.1
2025-04-11,Makkah-Hub,Van,232,87.3,35.7,1076.92,4.57
2025-04-11,Makkah-Hub,Truck,60,87.3,56.7,483.58,4.33
2025-04-11,Madinah-Hub,Motorbike,225,87.0,27.3,508.47,4.1
2025-04-11,Madinah-Hub,Van,134,87.0,38.9,608.83,4.4
2025-04-11,Madinah-Hub,Truck,41,87.0,57.9,327.93,4.03
2025-04-12,Riyadh-Hub,Motorbike,721,93.0,24.6,1611.49,3.73
2025-04-12,Riyadh-Hub,Van,440,93.0,32.9,1971.01,4.11
2025-04-12,Riyadh-Hub,Truck,133,93.0,42.5,1087.59,3.9
2025-04-12,Jeddah-Hub,Motorbike,582,82.0,24.6,1330.88,3.89
2025-04-12,Jeddah-Hub,Van,417,82.0,37.3,1761.16,3.98
2025-04-12,Jeddah-Hub,Truck,105,82.0,54.3,801.75,3.79
2025-04-12,Dammam-Hub,Motorbike,347,91.4,25.5,795.25,4.31
2025-04-12,Dammam-Hub,Van,208,91.4,33.9,925.47,4.56
2025-04-12,Dammam-Hub,Truck,61,91.4,46.8,485.49,3.96
2025-04-12,Makkah-Hub,Motorbike,395,79.9,30.8,903.98,4.23
2025-04-12,Makkah-Hub,Van,259,79.9,48.3,1128.41,4.14
2025-04-12,Makkah-Hub,Truck,83,79.9,45.1,641.12,3.27
2025-04-12,Madinah-Hub,Motorbike,268,87.7,25.7,620.26,4.6
2025-04-12,Madinah-Hub,Van,169,87.7,23.6,715.9,4.33
2025-04-12,Madinah-Hub,Truck,51,87.7,49.2,388.22,4.15
2025-04-13,Riyadh-Hub,Motorbike,793,92.8,27.3,1680.39,3.65
2025-04-13,Riyadh-Hub,Van,488,92.8,29.9,2065.52,4.31
2025-04-13,Riyadh-Hub,Truck,121,92.8,53.2,940.11,3.49
2025-04-13,Jeddah-Hub,Motorbike,587,88.7,29.2,1308.37,4.25
2025-04-13,Jeddah-Hub,Van,377,88.7,34.5,1604.25,3.79
2025-04-13,Jeddah-Hub,Truck,115,88.7,54.4,931.22,3.92
2025-04-13,Dammam-Hub,Motorbike,354,89.4,25.2,747.13,3.95
2025-04-13,Dammam-Hub,Van,206,89.4,30.5,905.3,3.28
2025-04-13,Dammam-Hub,Truck,63,89.4,50.1,513.67,4.24
2025-04-13,Makkah-Hub,Motorbike,434,84.8,27.0,927.57,3.92
2025-04-13,Makkah-Hub,Van,248,84.8,36.7,1139.86,4.32
2025-04-13,Makkah-Hub,Truck,83,84.8,44.0,629.08,4.07
2025-04-13,Madinah-Hub,Motorbike,306,92.0,32.1,698.94,4.36
2025-04-13,Madinah-Hub,Van,197,92.0,33.4,860.37,4.08
2025-04-13,Madinah-Hub,Truck,50,92.0,48.2,387.99,4.49
2025-04-14,Riyadh-Hub,Motorbike,680,97.0,27.3,1433.25,4.2
2025-04-14,Riyadh-Hub,Van,512,97.0,36.8,2172.32,4.11
2025-04-14,Riyadh-Hub,Truck,122,97.0,49.1,991.05,3.95
2025-04-14,Jeddah-Hub,Motorbike,659,94.2,17.9,1446.89,4.26
2025-04-14,Jeddah-Hub,Van,404,94.2,28.3,1730.31,4.37
2025-04-14,Jeddah-Hub,Truck,110,94.2,42.9,879.38,4.45
2025-04-14,Dammam-Hub,Motorbike,342,97.9,28.4,753.16,4.56
2025-04-14,Dammam-Hub,Van,220,97.9,41.2,993.23,3.92
2025-04-14,Dammam-Hub,Truck,66,97.9,43.7,496.09,4.46
2025-04-14,Makkah-Hub,Motorbike,439,82.2,29.6,952.67,3.8
2025-04-14,Makkah-Hub,Van,258,82.2,33.8,1126.25,3.92
2025-04-14,Makkah-Hub,Truck,77,82.2,55.0,594.07,3.89
2025-04-14,Madinah-Hub,Motorbike,314,93.1,19.2,709.52,4.17
2025-04-14,Madinah-Hub,Van,200,93.1,24.8,845.79,3.88
2025-04-14,Madinah-Hub,Truck,54,93.1,47.1,404.96,3.99
2025-04-15,Riyadh-Hub,Motorbike,671,87.8,24.8,1429.55,3.83
2025-04-15,Riyadh-Hub,Van,482,87.8,34.7,2220.87,4.02
2025-04-15,Riyadh-Hub,Truck,147,87.8,41.2,1149.5,4.3
2025-04-15,Jeddah-Hub,Motorbike,591,85.3,31.3,1373.45,3.97
2025-04-15,Jeddah-Hub,Van,395,85.3,34.2,1699.98,3.81
2025-04-15,Jeddah-Hub,Truck,112,85.3,49.2,851.18,4.53
2025-04-15,Dammam-Hub,Motorbike,341,91.5,33.1,746.46,4.15
2025-04-15,Dammam-Hub,Van,202,91.5,35.9,925.97,3.99
2025-04-15,Dammam-Hub,Truck,58,91.5,51.1,448.69,4.19
2025-04-15,Makkah-Hub,Motorbike,463,83.0,31.5,1078.17,4.08
2025-04-15,Makkah-Hub,Van,266,83.0,35.4,1176.4,3.69
2025-04-15,Makkah-Hub,Truck,72,83.0,56.1,550.53,3.45
2025-04-15,Madinah-Hub,Motorbike,277,88.3,25.7,588.39,3.98
2025-04-15,Madinah-Hub,Van,182,88.3,37.0,820.87,4.18
2025-04-15,Madinah-Hub,Truck,51,88.3,52.8,405.24,4.15
2025-04-16,Riyadh-Hub,Motorbike,786,92.6,21.2,1705.66,4.55
2025-04-16,Riyadh-Hub,Van,481,92.6,39.8,2049.14,3.95
2025-04-16,Riyadh-Hub,Truck,140,92.6,45.9,1109.84,4.02
2025-04-16,Jeddah-Hub,Motorbike,591,91.6,31.2,1304.16,3.3
2025-04-16,Jeddah-Hub,Van,358,91.6,21.7,1573.44,4.08
2025-04-16,Jeddah-Hub,Truck,106,91.6,49.2,845.89,3.41
2025-04-16,Dammam-Hub,Motorbike,331,92.1,22.8,710.54,4.06
2025-04-16,Dammam-Hub,Van,226,92.1,37.4,1021.48,3.98
2025-04-16,Dammam-Hub,Truck,62,92.1,50.2,505.01,3.98
2025-04-16,Makkah-Hub,Motorbike,402,84.0,28.2,854.88,4.12
2025-04-16,Makkah-Hub,Van,287,84.0,38.6,1255.67,3.99
2025-04-16,Makkah-Hub,Truck,75,84.0,51.1,599.93,3.86
2025-04-16,Madinah-Hub,Motorbike,272,88.6,24.8,615.66,3.54
2025-04-16,Madinah-Hub,Van,181,88.6,32.2,786.04,4.22
2025-04-16,Madinah-Hub,Truck,50,88.6,53.1,381.55,4.65
2025-04-17,Riyadh-Hub,Motorbike,723,92.5,19.6,1584.23,4.23
2025-04-17,Riyadh-Hub,Van,501,92.5,32.1,2286.29,3.72
2025-04-17,Riyadh-Hub,Truck,134,92.5,49.9,1109.62,4.08
2025-04-17,Jeddah-Hub,Motorbike,638,88.8,33.0,1452.81,3.67
2025-04-17,Jeddah-Hub,Van,422,88.8,30.7,1915.42,4.09
2025-04-17,Jeddah-Hub,Truck,102,88.8,51.4,777.12,3.87
2025-04-17,Dammam-Hub,Motorbike,341,91.6,22.1,783.8,3.71
2025-04-17,Dammam-Hub,Van,207,91.6,31.2,934.69,3.98
2025-04-17,Dammam-Hub,Truck,64,91.6,42.7,503.28,4.05
2025-04-17,Makkah-Hub,Motorbike,433,82.4,23.2,942.1,4.34
2025-04-17,Makkah-Hub,Van,263,82.4,35.7,1186.9,4.1
2025-04-17,Makkah-Hub,Truck,81,82.4,44.9,661.24,4.22
2025-04-17,Madinah-Hub,Motorbike,267,91.1,26.4,613.73,3.75
2025-04-17,Madinah-Hub,Van,185,91.1,40.3,839.95,4.21
2025-04-17,Madinah-Hub,Truck,49,91.1,47.5,391.77,4.44
2025-04-18,Riyadh-Hub,Motorbike,553,86.6,27.2,1279.29,3.76
2025-04-18,Riyadh-Hub,Van,414,86.6,30.4,1841.07,4.24
2025-04-18,Riyadh-Hub,Truck,109,86.6,54.7,888.83,4.05
2025-04-18,Jeddah-Hub,Motorbike,460,88.9,26.5,974.34,4.01
2025-04-18,Jeddah-Hub,Van,280,88.9,40.3,1269.57,4.01
2025-04-18,Jeddah-Hub,Truck,93,88.9,46.7,701.12,4.56
2025-04-18,Dammam-Hub,Motorbike,298,93.5,26.2,669.51,4.34
2025-04-18,Dammam-Hub,Van,170,93.5,35.0,785.76,4.11
2025-04-18,Dammam-Hub,Truck,54,93.5,42.7,426.16,3.55
2025-04-18,Makkah-Hub,Motorbike,348,90.1,39.0,739.51,3.77
2025-04-18,Makkah-Hub,Van,201,90.1,36.3,874.11,3.83
2025-04-18,Makkah-Hub,Truck,62,90.1,54.0,479.64,4.83
2025-04-18,Madinah-Hub,Motorbike,211,90.3,26.6,445.98,4.2
2025-04-18,Madinah-Hub,Van,158,90.3,26.8,714.87,3.91
2025-04-18,Madinah-Hub,Truck,43,90.3,43.4,337.36,4.37
2025-04-19,Riyadh-Hub,Motorbike,791,93.4,35.3,1737.06,4.5
2025-04-19,Riyadh-Hub,Van,507,93.4,36.6,2259.84,3.69
2025-04-19,Riyadh-Hub,Truck,122,93.4,49.5,960.56,4.35
2025-04-19,Jeddah-Hub,Motorbike,555,85.7,26.8,1238.41,4.01
2025-04-19,Jeddah-Hub,Van,366,85.7,38.5,1573.04,3.55
2025-04-19,Jeddah-Hub,Truck,111,85.7,48.6,865.66,4.37
2025-04-19,Dammam-Hub,Motorbike,320,95.9,21.7,684.46,4.65
2025-04-19,Dammam-Hub,Van,219,95.9,28.3,927.48,4.44
2025-04-19,Dammam-Hub,Truck,58,95.9,54.0,437.25,4.3
2025-04-19,Makkah-Hub,Motorbike,400,88.2,27.9,922.21,4.33
2025-04-19,Makkah-Hub,Van,259,88.2,36.3,1173.8,3.95
2025-04-19,Makkah-Hub,Truck,81,88.2,57.0,619.53,4.3
2025-04-19,Madinah-Hub,Motorbike,290,86.0,20.9,664.01,4.13
2025-04-19,Madinah-Hub,Van,168,86.0,39.2,745.26,4.14
2025-04-19,Madinah-Hub,Truck,47,86.0,45.0,373.96,4.18
2025-04-20,Riyadh-Hub,Motorbike,764,86.4,35.6,1751.62,4.09
2025-04-20,Riyadh-Hub,Van,427,86.4,41.9,1821.47,4.21
2025-04-20,Riyadh-Hub,Truck,130,86.4,50.1,1007.79,4.55
2025-04-20,Jeddah-Hub,Motorbike,615,90.4,24.0,1420.54,3.89
2025-04-20,Jeddah-Hub,Van,409,90.4,36.4,1741.84,3.98
2025-04-20,Jeddah-Hub,Truck,101,90.4,52.3,829.5,4.22
2025-04-20,Dammam-Hub,Motorbike,314,92.0,20.4,679.71,4.17
2025-04-20,Dammam-Hub,Van,235,92.0,28.3,1087.3,3.95
2025-04-20,Dammam-Hub,Truck,59,92.0,43.7,473.24,4.02
2025-04-20,Makkah-Hub,Motorbike,420,83.8,21.4,963.06,3.95
2025-04-20,Makkah-Hub,Van,263,83.8,33.3,1138.42,3.99
2025-04-20,Makkah-Hub,Truck,79,83.8,38.7,654.9,4.32
2025-04-20,Madinah-Hub,Motorbike,303,89.6,26.2,648.69,3.69
2025-04-20,Madinah-Hub,Van,170,89.6,25.1,777.11,4.13
2025-04-20,Madinah-Hub,Truck,53,89.6,49.7,427.81,4.49
2025-04-21,Riyadh-Hub,Motorbike,764,90.1,26.0,1688.69,4.08
2025-04-21,Riyadh-Hub,Van,476,90.1,33.0,2086.49,3.84
2025-04-21,Riyadh-Hub,Truck,146,90.1,41.5,1202.64,4.58
2025-04-21,Jeddah-Hub,Motorbike,591,87.8,25.5,1288.19,4.16
2025-04-21,Jeddah-Hub,Van,397,87.8,34.1,1765.43,4.54
2025-04-21,Jeddah-Hub,Truck,113,87.8,45.0,932.97,4.51
2025-04-21,Dammam-Hub,Motorbike,372,92.8,24.7,787.04,4.29
2025-04-21,Dammam-Hub,Van,203,92.8,23.4,862.36,4.38
2025-04-21,Dammam-Hub,Truck,67,92.8,44.8,516.55,4.46
2025-04-21,Makkah-Hub,Motorbike,428,87.8,24.8,914.57,4.2
2025-04-21,Makkah-Hub,Van,263,87.8,32.4,1123.61,4.27
2025-04-21,Makkah-Hub,Truck,76,87.8,51.0,624.37,3.74
2025-04-21,Madinah-Hub,Motorbike,268,92.6,14.6,602.39,3.51
2025-04-21,Madinah-Hub,Van,177,92.6,28.4,755.21,4.1
2025-04-21,Madinah-Hub,Truck,52,92.6,59.8,415.32,4.12
2025-04-22,Riyadh-Hub,Motorbike,703,91.9,26.9,1557.42,3.93
2025-04-22,Riyadh-Hub,Van,441,91.9,30.7,1987.14,4.45
2025-04-22,Riyadh-Hub,Truck,147,91.9,54.9,1140.18,4.52
2025-04-22,Jeddah-Hub,Motorbike,590,85.6,29.6,1307.82,3.64
2025-04-22,Jeddah-Hub,Van,411,85.6,39.1,1816.97,3.99
2025-04-22,Jeddah-Hub,Truck,119,85.6,48.7,939.77,4.19
2025-04-22,Dammam-Hub,Motorbike,352,98.7,26.0,783.61,3.99
2025-04-22,Dammam-Hub,Van,203,98.7,28.7,900.09,3.58
2025-04-22,Dammam-Hub,Truck,65,98.7,58.6,507.38,4.5
2025-04-22,Makkah-Hub,Motorbike,422,86.2,31.3,960.29,3.68
2025-04-22,Makkah-Hub,Van,292,86.2,34.0,1331.43,3.68
2025-04-22,Makkah-Hub,Truck,83,86.2,59.3,658.37,3.55
2025-04-22,Madinah-Hub,Motorbike,283,89.0,32.7,636.86,3.45
2025-04-22,Madinah-Hub,Van,184,89.0,36.0,852.98,4.59
2025-04-22,Madinah-Hub,Truck,55,89.0,49.9,445.67,4.43
2025-04-23,Riyadh-Hub,Motorbike,792,91.3,34.7,1804.13,4.18
2025-04-23,Riyadh-Hub,Van,458,91.3,38.2,1977.6,4.5
2025-04-23,Riyadh-Hub,Truck,124,91.3,44.5,1027.12,3.69
2025-04-23,Jeddah-Hub,Motorbike,592,83.7,26.9,1327.25,3.42
2025-04-23,Jeddah-Hub,Van,391,83.7,35.6,1807.55,4.11
2025-04-23,Jeddah-Hub,Truck,99,83.7,45.3,796.97,4.36
2025-04-23,Dammam-Hub,Motorbike,330,95.7,26.7,740.91,4.2
2025-04-23,Dammam-Hub,Van,211,95.7,32.2,947.31,3.88
2025-04-23,Dammam-Hub,Truck,55,95.7,41.1,434.17,3.74
2025-04-23,Makkah-Hub,Motorbike,428,83.9,25.6,927.81,4.15
2025-04-23,Makkah-Hub,Van,259,83.9,26.4,1125.17,4.01
2025-04-23,Makkah-Hub,Truck,78,83.9,52.7,593.08,4.12
2025-04-23,Madinah-Hub,Motorbike,305,92.4,23.5,652.22,4.47
2025-04-23,Madinah-Hub,Van,182,92.4,36.2,790.38,4.47
2025-04-23,Madinah-Hub,Truck,56,92.4,44.3,439.35,4.51
2025-04-24,Riyadh-Hub,Motorbike,687,88.4,29.5,1573.15,3.48
2025-04-24,Riyadh-Hub,Van,498,88.4,33.5,2133.62,4.04
2025-04-24,Riyadh-Hub,Truck,136,88.4,49.3,1102.84,4.44
2025-04-24,Jeddah-Hub,Motorbike,577,87.8,30.1,1330.68,3.68
2025-04-24,Jeddah-Hub,Van,349,87.8,36.5,1477.4,4.41
2025-04-24,Jeddah-Hub,Truck,107,87.8,51.2,857.49,4.14
2025-04-24,Dammam-Hub,Motorbike,310,94.6,34.2,672.13,4.49
2025-04-24,Dammam-Hub,Van,223,94.6,28.2,1011.16,4.41
2025-04-24,Dammam-Hub,Truck,67,94.6,54.2,551.04,4.32
2025-04-24,Makkah-Hub,Motorbike,390,86.3,33.2,841.07,3.81
2025-04-24,Makkah-Hub,Van,261,86.3,31.6,1146.85,3.75
2025-04-24,Makkah-Hub,Truck,84,86.3,42.6,668.51,4.07
2025-04-24,Madinah-Hub,Motorbike,299,88.8,24.8,693.84,4.35
2025-04-24,Madinah-Hub,Van,164,88.8,38.3,760.68,4.06
2025-04-24,Madinah-Hub,Truck,57,88.8,55.8,450.11,4.02
2025-04-25,Riyadh-Hub,Motorbike,646,93.4,32.7,1468.34,3.64
2025-04-25,Riyadh-Hub,Van,362,93.4,34.4,1641.77,4.36
2025-04-25,Riyadh-Hub,Truck,108,93.4,51.8,885.58,4.24
2025-04-25,Jeddah-Hub,Motorbike,453,88.8,21.1,981.17,3.75
2025-04-25,Jeddah-Hub,Van,290,88.8,34.4,1278.49,4.02
